duration_hours,lead_time_hours,zone_center,severity_score,gender_pref,min_rating_required,demand_supply_ratio,service,service_air_conditioner_repair,service_aircond_cleaning,service_carpet_cleaning,service_ceiling_repair,service_curtain_or_blind_installation,service_deep_cleaning,service_door_lock_repair,service_electrical_repair,service_electrical_safety_check,service_fire_extinguisher_servicing,service_furniture_assembly,service_gardening,service_gas_leak_detection,service_general_house_cleaning,service_home_organizing,service_house_moving,service_kitchen_remodeling,service_large_item_delivery,service_lawn_mowing,service_minor_welding_jobs,service_mounting,service_painting_touch_up_work,service_plumbing_services,service_post_renovation_cleaning,service_refrigerator_repair,service_roof_or_gutter_cleaning,service_small_item_delivery,service_sofa_or_mattress_cleaning,service_tiling_flooring,service_tree_cutting,service_washing_machine_repair,base_rate,price,order_placed,task_accepted,task_completed
2,141.58915339531777,0,2,0,5.0,1.6939467428873851,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,272.64,0,0,0
4,92.55343117961439,0,1,0,4.5,1.4583550702673762,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,158.4,0,0,0
5,11.737862130023169,0,3,1,4.5,1.183260281967589,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,268.54,1,1,1
3,81.72918110543011,1,2,1,4.0,1.444894625191007,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,191.81,0,0,0
3,148.74627539312394,1,1,0,4.0,0.8264395568593442,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,72.97,1,1,1
2,12.861963028914468,1,3,0,5.0,2.8970799961962723,Painting & Touch-up Work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,42,355.04,0,0,0
1,64.93425473125811,1,1,1,4.5,2.5564591726009924,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,62.72,1,1,1
1,133.15065300621487,0,0,0,0.0,2.719147158231661,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,41.35,1,1,1
2,140.14726723448484,0,2,1,4.5,1.7977457878294276,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,126.78,0,0,0
2,125.90769086334848,0,0,1,5.0,2.9594060495420633,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,165.35,0,0,0
1,62.967128806206254,1,1,0,5.0,2.3073569353694108,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,62.77,1,1,1
4,132.2606789525095,0,2,1,0.0,0.8171185261422924,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,178.13,1,1,1
2,146.06519764248984,1,0,1,0.0,1.4642919548468654,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,65.73,1,1,1
2,79.83441993081227,1,1,0,4.5,1.318371549437358,Refrigerator Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,126.68,0,0,0
4,66.10448128106313,1,2,0,0.0,0.844689861074938,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,164.71,1,0,0
4,67.66239558054218,1,2,0,0.0,0.8826670697221359,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,459.85,1,1,1
4,25.23046070622943,0,0,1,0.0,2.2882050345876337,Door & Lock Repair,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,192.86,0,0,0
2,4.543320283995455,0,0,0,0.0,1.3009464948227165,Refrigerator Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,114.89,1,1,1
4,52.063268564938674,1,2,1,0.0,0.6183506356878333,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,163.63,1,1,1
2,23.610020525206703,0,2,1,4.0,1.1031547217702382,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,132.57,0,0,0
2,142.22398279203225,0,0,1,4.5,0.9239759572278081,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,98.09,1,1,1
1,23.12814456859618,0,0,1,0.0,0.944734230718592,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,80.85,1,1,1
2,20.175105334050144,1,1,1,0.0,1.714428842212937,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,99.89,0,0,0
4,41.46356626318218,1,2,0,4.5,2.6056793688148185,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,265.86,1,1,1
4,2.739718779502819,0,2,1,4.5,0.5565028557218374,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,222.97,1,1,1
4,101.13766522977667,0,1,1,4.0,1.622433380140038,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,162.33,1,1,1
2,72.44228999292166,1,2,1,4.5,2.817400935275148,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,243.95,1,1,1
3,107.53841461235174,1,0,1,4.0,2.128343047934957,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,98.79,0,0,0
1,31.77972561367583,1,2,1,0.0,0.6885691290808569,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,86.23,1,1,1
5,35.83889937709963,0,0,0,4.0,2.292750414570761,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,92.28,1,1,1
3,13.374779402662297,0,2,1,5.0,1.3042427395833385,Electrical Repair,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,383.11,1,0,0
2,114.51006055369221,0,0,1,4.0,2.483481394570745,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,73.32,0,0,0
1,4.921160172915466,1,3,0,5.0,2.3926640316538115,Electrical Repair,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,288.34,1,0,0
1,111.15409202219419,0,3,1,4.5,0.6504186616065619,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,53.23,1,1,1
5,43.67548261557267,1,0,0,0.0,0.8548387982999568,Fire Extinguisher Servicing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,122.28,1,1,1
2,32.51630701798617,0,3,1,4.5,0.9169923398036921,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,121.29,0,0,0
2,101.49532998806171,1,3,0,0.0,0.595805476224583,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,165.8,1,1,1
1,63.99187574571848,0,2,0,4.0,1.189549021486199,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,117.8,0,0,0
2,19.405422335650275,1,2,1,0.0,1.149573212356016,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,231.75,0,0,0
2,154.7708355216543,1,3,0,4.5,1.611196286562287,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,115.38,1,1,1
3,5.22595655119865,0,2,1,0.0,0.8495750415582605,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,58.02,1,1,0
2,27.473351987158136,0,0,0,0.0,1.748178858167368,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,65.43,1,1,1
1,4.328258824733266,0,0,0,4.5,1.1520874259849576,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,84.8,1,1,1
4,44.474969678415434,1,3,0,0.0,1.1707996872318218,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,254.64,1,1,1
2,49.28274153372002,0,0,1,0.0,2.0283113735165577,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,52.05,1,1,1
5,26.948082131271516,0,2,0,4.5,2.7066339539020046,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,286.89,1,1,1
5,26.45916187428543,0,1,0,4.5,1.5039038883904716,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,335.31,0,0,0
4,9.43286034669962,1,3,0,4.5,1.4047950033762389,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,857.88,0,0,0
5,19.103935104825375,1,1,0,4.0,2.276634513336758,Fire Extinguisher Servicing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,349.66,1,1,1
1,137.40055644085777,1,3,1,4.0,2.447217952040402,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,151.81,1,1,1
2,34.114944232728355,0,0,0,0.0,0.7420757688789401,Aircond Cleaning,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,61.85,0,0,0
2,6.765877508666076,0,0,0,0.0,0.5270832330694772,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,107.74,0,0,0
3,120.44811670983405,0,0,1,0.0,1.1215495151749242,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,100.21,1,1,1
5,13.645975279823237,1,3,1,4.0,2.0966715149448065,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,636.13,0,0,0
2,84.51173473150651,1,3,1,4.5,1.929458929470285,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,289.83,1,1,1
5,86.95334890833118,1,3,1,4.5,0.5361727839839365,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,547.34,1,1,1
4,112.97085990995029,1,0,0,0.0,0.6526018745837676,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,121.04,1,1,1
4,64.86327000320064,0,3,1,0.0,1.387318164226273,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,427.67,0,0,0
2,68.14440061676973,1,2,1,0.0,0.8501754800035541,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,168.61,0,0,0
5,46.15014268594521,1,2,1,0.0,1.057300161474744,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,499.99,0,0,0
1,151.1538651236331,0,1,1,0.0,1.698304996034615,House Moving,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,71.8,1,1,1
5,103.97836440472341,0,0,1,0.0,2.133886990535183,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,176.32,1,1,1
3,63.126301939892144,0,0,1,4.0,2.165747362139191,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,82.94,0,0,0
3,127.68102393761072,0,3,1,4.0,1.048084234185717,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,115.03,0,0,0
1,159.2289533883936,1,2,1,4.5,1.7804059785804822,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,57.18,0,0,0
2,1.295435973791787,0,3,1,0.0,2.3030488342578073,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,194.26,1,1,1
2,76.88196856200187,0,0,1,4.0,2.124613243115135,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,100.17,1,1,1
4,104.5450925789377,0,0,0,0.0,1.0910343860633875,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,107.83,1,1,1
1,129.53445053056785,1,1,1,0.0,1.7900580764765768,House Moving,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,79.88,0,0,0
1,111.51026668420228,0,1,0,5.0,2.109873727743534,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,107.82,1,1,1
2,23.535448278088072,1,1,0,0.0,2.792934691807829,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,93.26,0,0,0
2,103.34741896468344,1,3,0,4.0,0.9599135139334711,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,161.11,0,0,0
3,87.48446789704178,0,0,1,4.0,2.232815812672689,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,121.48,1,1,1
1,18.575010629208958,1,0,0,0.0,1.2089747403037763,Electrical Repair,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,98.52,0,0,0
1,49.91372412127306,0,3,0,4.0,2.9895571341791607,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,138.28,0,0,0
5,140.32350032295165,1,1,0,5.0,1.6834701288662552,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,326.95,1,1,1
5,4.50583191409336,0,1,0,4.0,0.9311893870007327,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,315.79,1,1,1
3,128.47655043913733,0,3,1,0.0,1.9249564803430306,Refrigerator Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,211.06,1,1,1
5,140.0736509644445,1,0,0,0.0,0.9444513717639866,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,75.02,1,1,1
1,165.77163860417392,0,0,0,5.0,1.4827907966650495,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,53.85,1,1,1
3,6.107425612432438,0,1,0,0.0,1.3041996190570115,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,116.3,1,1,1
3,139.04446658196207,1,2,1,0.0,2.2947964239326692,Door & Lock Repair,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,152.18,0,0,0
1,16.655083871059666,1,2,0,4.0,2.9584061280377743,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,143.03,0,0,0
2,20.480603426620224,1,2,1,4.0,2.945042405531231,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,215.88,0,0,0
2,3.7107650106180796,0,1,1,4.0,1.8503390471713763,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,85.66,1,0,0
4,78.67701766227697,1,0,0,4.0,2.7070017631773577,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,352.08,1,1,1
3,90.24601796767665,1,0,0,0.0,2.371396998305438,Aircond Cleaning,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,87.34,0,0,0
5,53.366821788546076,0,2,1,4.0,0.5597342970261322,House Moving,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,202.42,1,1,1
2,74.60330754727879,1,2,1,0.0,2.834146262279884,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,95.14,0,0,0
2,44.48277778715864,1,1,0,0.0,1.4128980315095538,Deep Cleaning,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,98.15,1,1,1
1,153.23345138547973,1,0,0,4.5,2.203705637020968,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,93.94,1,1,1
4,24.03802449048425,1,3,0,4.0,2.421822276270442,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,286.91,0,0,0
4,99.77616423857192,1,2,0,0.0,1.6682228867691458,General House Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,147.45,1,1,1
3,80.43756763753848,0,1,1,0.0,0.8759586161225797,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,49.55,1,1,1
3,36.68013788286146,0,0,0,0.0,2.894818943634568,Electrical Repair,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,123.65,1,1,1
2,108.08820514575056,0,1,1,4.0,2.889156814686935,House Moving,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,134.58,0,0,0
2,103.96249714565377,1,3,1,0.0,1.6652672564205102,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,295.87,0,0,0
4,83.45250693357262,0,2,0,4.5,0.898055516345141,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,114.77,1,1,1
3,167.10088418976184,1,2,1,4.0,1.4570946870525208,Aircond Cleaning,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,139.92,1,0,0
1,123.30686005486388,0,1,0,0.0,1.1397266099711802,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,49.71,1,1,1
1,152.54786018899986,1,0,0,0.0,1.5437943416803188,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,105.59,1,1,1
4,159.21826267212893,1,3,0,4.5,2.8592056723850803,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,273.54,0,0,0
1,157.2727190447501,0,3,0,4.0,2.978270031011124,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,71.63,0,0,0
1,13.309971251738244,0,1,1,0.0,1.0898371277158838,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,70.3,0,0,0
4,75.6211110303445,0,0,0,0.0,1.0183809646176516,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,153.95,1,1,1
1,164.51701229029524,0,2,1,4.5,2.0396966574878377,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,111.74,0,0,0
4,161.61026850967656,0,1,0,0.0,2.4997213239899576,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,376.35,1,1,1
5,125.37260807340567,0,0,0,4.5,1.0498500062559133,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,133.87,1,1,1
2,117.75327573238378,0,3,1,0.0,1.4587152197359685,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,309.83,0,0,0
5,166.4722589281531,0,2,0,0.0,2.0302318538715327,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,312.76,0,0,0
4,163.32724645866008,1,1,1,4.5,1.6528659761823388,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,331.26,0,0,0
2,14.542413505430408,1,0,1,0.0,1.2351122397089633,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,171.4,1,1,1
3,60.97470429301263,1,3,0,0.0,2.667684126156923,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,178.51,1,1,1
1,157.1825864438203,1,3,1,0.0,2.5892788551786614,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,138.74,1,1,1
1,2.68273176222715,0,2,1,0.0,2.864592909830307,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,211.2,1,1,1
1,45.718021823766215,0,2,1,5.0,2.3087724071227953,Painting & Touch-up Work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,42,146.32,1,1,0
2,63.20932725657708,0,2,0,4.0,2.3071557598020864,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,184.16,1,0,0
4,11.568156145812544,0,2,1,0.0,2.305403810049006,Electrical Repair,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,453.74,1,1,1
1,45.86830793931846,0,1,0,4.0,0.8066882905570003,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,35.31,1,1,1
2,66.14796888051714,0,3,0,4.5,1.411235341570723,Door & Lock Repair,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,184.64,0,0,0
1,138.5199786309884,0,0,0,4.0,2.2742890880558555,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,61.96,0,0,0
